tag,precision
--padding--,1.0
N,0.8771864010544919
V,0.9054057168965707
PREP,0.8951861820548215
CUR,0.3732852708521077
NUM,0.7026997217109513
PREP+ART,0.9523585359870822
NPROP,0.6279540567909357
PU,0.9995071591144277
PROADJ,0.9160866623392464
PRO-KS,0.819472451624838
ADJ,0.7846774216477481
KC,0.9744110024927227
ART,0.9395042591018162
KS,0.6740045296279527
PCP,0.6831389535919663
ADV,0.8865360736625738
PROPESS,0.9384782255180154
PREP+PROADJ,0.45819565435065596
PDEN,0.7603281090814884
PROSUB,0.765237446042493
PREP+PROPESS,0.0
ADV-KS,0.14098327826174026
PREP+PRO-KS,0.0
PREP+PROSUB,0.07049163913087013
IN,0.0
PREP+ADV,0.0
64,1,--padding--,1.0
64,1,N,0.8785326618543725
64,1,V,0.9302072282928375
64,1,PREP,0.9318122573037262
64,1,CUR,0.3732852708521077
64,1,NUM,0.7512356494070874
64,1,PREP+ART,0.9598578522726557
64,1,NPROP,0.7465373017522652
64,1,PU,0.9992420366564546
64,1,PROADJ,0.9405940166988231
64,1,PRO-KS,0.7590375616807556
64,1,ADJ,0.7743121797652056
64,1,KC,0.9552059686504148
64,1,ART,0.9316207961950839
64,1,KS,0.8272358197314026
64,1,PCP,0.8098469952409114
64,1,ADV,0.9305794321099131
64,1,PROPESS,0.9354074374694568
64,1,PREP+PROADJ,0.5487133273255231
64,1,PDEN,0.7567332481721187
64,1,PROSUB,0.8312994927593909
64,1,PREP+PROPESS,0.19224992490237308
64,1,ADV-KS,0.28009746003137415
64,1,PREP+PRO-KS,0.11588398251059713
64,1,PREP+PROSUB,0.1457895263842996
64,1,IN,0.0
64,1,PREP+ADV,0.0
64,1,--padding--,1.0
64,1,N,0.8625955644363118
64,1,V,0.9524183337549752
64,1,PREP,0.9409260031822765
64,1,CUR,0.3732852708521077
64,1,NUM,0.7837056055506528
64,1,PREP+ART,0.9559848646846651
64,1,NPROP,0.8064716179678179
64,1,PU,0.9995071591144277
64,1,PROADJ,0.9377877819550722
64,1,PRO-KS,0.806763182597278
64,1,ADJ,0.7184214700072025
64,1,KC,0.9784927557747916
64,1,ART,0.9302438697509509
64,1,KS,0.7791732366399664
64,1,PCP,0.7824465369139455
64,1,ADV,0.8658414552553917
64,1,PROPESS,0.9494336234783773
64,1,PREP+PROADJ,0.5302893761890458
64,1,PDEN,0.7735592778548621
64,1,PROSUB,0.8394881466674797
64,1,PREP+PROPESS,0.18263742865725444
64,1,ADV-KS,0.2512599712960182
64,1,PREP+PRO-KS,0.03684790227295484
64,1,PREP+PROSUB,0.14632355395347285
64,1,IN,0.0
64,1,PREP+ADV,0.0
64,1,--padding--,1.0
64,1,N,0.8629904508158435
64,1,V,0.9494590768826817
64,1,PREP,0.9328380441137252
64,1,CUR,0.3732852708521077
64,1,NUM,0.7562841597945261
64,1,PREP+ART,0.9572740519718136
64,1,NPROP,0.7188568589374709
64,1,PU,0.9995071591144277
64,1,PROADJ,0.9334091937934494
64,1,PRO-KS,0.7508903375701917
64,1,ADJ,0.7818604363787093
64,1,KC,0.9693225595171523
64,1,ART,0.9430796201154766
64,1,KS,0.7962008422074623
64,1,PCP,0.7777249040347414
64,1,ADV,0.9066987705269627
64,1,PROPESS,0.9570818326506856
64,1,PREP+PROADJ,0.5508494376022162
64,1,PDEN,0.766281013802792
64,1,PROSUB,0.80942976563283
64,1,PREP+PROPESS,0.19224992490237308
64,1,ADV-KS,0.25553219184940423
64,1,PREP+PRO-KS,0.10253329328126565
64,1,PREP+PROSUB,0.14739160909181936
64,1,IN,0.0
64,1,PREP+ADV,0.0
